url,domain,pais,source,label
https://altipal.co/en/home,altipal.co,Colombia,url,0
https://mail.ejemedica.com/SOGo/SOGo,mail.ejemedica.com,Colombia,url,0
https://sarta.com.co/collections/mugs,sarta.com.co,Colombia,url,0
https://usm.edu.co/index.php/pqrs,usm.edu.co,Colombia,url,0
https://app.asimetrix.co/auth/login,app.asimetrix.co,Colombia,url,0
https://asreales.com/author/admin,asreales.com,Colombia,url,0
https://jardinesorigami.com/jardin-infantil-origami-pasadena,jardinesorigami.com,Colombia,url,0
https://mariainmaculadaschool.edu.co/instructivo-inscripcion-y-matricula,mariainmaculadaschool.edu.co,Colombia,url,0
https://www.prindel.com.co/peticiones-quejas-reclamos-y-sugerencias,prindel.com.co,Colombia,url,0
https://transitodelatlantico.gov.co/caracterizacion-de-usuarios,transitodelatlantico.gov.co,Colombia,url,0
https://www.greenmantenimiento.com/mantenimiento-de-pozos-septicos,greenmantenimiento.com,Colombia,url,0
https://academiadebellezazeus.com/las-tendencias-en-peinado-para-novias-2024,academiadebellezazeus.com,Colombia,url,0
https://co.edicionesnorma.com/maestros-que-encienden-el-alma,co.edicionesnorma.com,Colombia,url,0
https://consultadeprocesos.co/consulta-de-procesos-por-nombre-y-apellido,consultadeprocesos.co,Colombia,url,0
https://www.aoacolombia.com/oficinas-a-nivel-nacional-aoa-colombia,aoacolombia.com,Colombia,url,0
https://bpmsas.co/como-hacer-el-curso-de-manipulador-de-alimentos-gratis-2,bpmsas.co,Colombia,url,0
https://pidetucita.alkomprar.com/politica-de-uso-de-cookies,pidetucita.alkomprar.com,Colombia,url,0
https://newyorkmoney.com.co/requisitos-cambio-compra-venta-moneda,newyorkmoney.com.co,Colombia,url,0
https://cardiometa.com.co/calculadora-de-riesgo-cardiovascular,cardiometa.com.co,Colombia,url,0
https://movifit.co/online-store/TROTADORA-X2-BLACK-EDITION-MOVIFIT-p708602076,movifit.co,Colombia,url,0
https://blissednails.com/producto/esmalte-shikle-gel-8ml-037-dallas,blissednails.com,Colombia,url,0
https://elitegaleriastore.com/collections/esenciales-de-belleza-y-hogar,elitegaleriastore.com,Colombia,url,0
https://academy.rocketbot.com/courses/introduccion-al-orquestador,academy.rocketbot.com,Colombia,url,0
https://boutiqueororosa.com/producto/short-cello-am49908md,boutiqueororosa.com,Colombia,url,0
https://pasadias.lagocalima.com.co/service/pasadia-mystic-paradise-25,pasadias.lagocalima.com.co,Colombia,url,0
https://ancoraswimwear.com.co/collections/pantalones-shorts,ancoraswimwear.com.co,Colombia,url,0
https://dilusso.com.co/products/gafas-de-sol-metal-mujer-sol-21360,dilusso.com.co,Colombia,url,0
https://www.insidehome.com.co/proyecto/casas-prefabricadas-pereira-colombia,insidehome.com.co,Colombia,url,0
https://dirigiblesdelvalle.com.co/producto/anycubic-kobra-s1-combo,dirigiblesdelvalle.com.co,Colombia,url,0
https://docs.bmad-method.org/how-to/expand-bmad-for-your-org,docs.bmad-method.org,Colombia,url,0
https://dondechechiinsumos.com/reposteria/cajas-y-empaques/cajas/otras1,dondechechiinsumos.com,Colombia,url,0
https://web.tuboleta.com/images/2023/AsistenciaTuboleta/index.html,web.tuboleta.com,Colombia,url,0
https://sipex.pasarex.com/admin/documentos/CO/PQR_Trimestre_II_2018.pdf,sipex.pasarex.com,Colombia,url,0
https://compumuebles.com/blogs/proyectos/tagged/sillas-ejecutivas,compumuebles.com,Colombia,url,0
https://www.congente.coop/index.php/pages/portfolio-2/2015-02-02-15-01-30,congente.coop,Colombia,url,0
https://www.hotelescafam.com/es/hotel-almirante-en-melgar/habitaciones/estandar,hotelescafam.com,Colombia,url,0
https://adornoselegantisima.com/producto-categoria/telas/pique/unicolor-pique,adornoselegantisima.com,Colombia,url,0
https://revistas.bellasartes.edu.co/index.php/papel/issue/archive,revistas.bellasartes.edu.co,Colombia,url,0
https://vuelos.tropitours.co/wtc/bm/informacion/OfertaPaisesVuelosI.aspx,vuelos.tropitours.co,Colombia,url,0
https://aliados.terpel.com/tiendaterpel/sso/saml2/login,aliados.terpel.com,Colombia,url,0
https://nysrenault.saasco.co/index.php/cruge/ui/login,nysrenault.saasco.co,Colombia,url,0
https://www.avisos-colombia.com/category/17/offer_type/1,avisos-colombia.com,Colombia,url,0
https://colsanpablo.com/2020/08/02/cronograma,colsanpablo.com,Colombia,url,0
https://www.efigas.com.co/ef_resources/2026/02/imagen-2.png,efigas.com.co,Colombia,url,0
https://losbristol.co/collections/sol/products/caineblack,losbristol.co,Colombia,url,0
https://iedjosemarti.edu.co/2025/09/23/circular-c18,iedjosemarti.edu.co,Colombia,url,0
https://roboticstrong.xyz/galeria.php?pagina=2,roboticstrong.xyz,Colombia,url,0
https://grupovivir.com.co/sede.php?site=900335468,grupovivir.com.co,Colombia,url,0
https://www.voyahcolombia.com/blogs?hsLang=es-co,voyahcolombia.com,Colombia,url,0
https://www.papajohns.com.co/combos?map=productclusternames,papajohns.com.co,Colombia,url,0
https://jobs.ecopetrol.com.co/viewalljobs?locale=pt_BR,jobs.ecopetrol.com.co,Colombia,url,0
https://juliaoboticarios.com/carrito?action=show,juliaoboticarios.com,Colombia,url,0
https://www.svelthus.com/blog.html?start=4,svelthus.com,Colombia,url,0
https://puraprote.co/wp-content/uploads/2025/05/info-ISO.jpg,puraprote.co,Colombia,url,0
https://vehiculos.elpais.com.co/avisos/venta/carros/renault/sandero,vehiculos.elpais.com.co,Colombia,url,0
https://jamestown.edu.co/wp-content/uploads/2026/03/Ibague-1-scaled-1.jpg,jamestown.edu.co,Colombia,url,0
https://flashback.com.co/wp-content/uploads/2024/03/ARG86B_1.png,flashback.com.co,Colombia,url,0
https://armeniahotel.com.co/wp-content/uploads/2022/06/Salon-Colombia13.jpg,armeniahotel.com.co,Colombia,url,0
https://tucasafinca.com/wp-content/uploads/2025/02/Untitled2.12-scaled.jpg,tucasafinca.com,Colombia,url,0
https://tvimportsparty.control2.es/recuperarclave.php?campoorigen=cedula,tvimportsparty.control2.es,Colombia,url,0
https://facatativa.gov.co/loader.php?lServicio=Tools2&lTipo=idioma&idioma=ES,facatativa.gov.co,Colombia,url,0
https://www.consejoprofesional.org.co/validar-matricula.php?p=7,consejoprofesional.org.co,Colombia,url,0
https://enlinea.fecolsa.com.co/loginAsociado.php?nit=860527467-1,enlinea.fecolsa.com.co,Colombia,url,0
https://unisysmt.service-now.com/$pwd_reset.do?sysparm_url=ss_default,unisysmt.service-now.com,Colombia,url,0
https://usuarios.usbcali.edu.co/authorization.do?ignoreReferer=true,usuarios.usbcali.edu.co,Colombia,url,0
https://cinemultiplex.co/Home/Index?pr_keypel=71011121&pr_fecprg=20260617,cinemultiplex.co,Colombia,url,0
https://miamivirtualschool.net/contenidointeractivo/?lang=en,miamivirtualschool.net,Colombia,url,0
https://www.petsplaza.com.co/collections/vendors?q=Nutra%20Nugets,petsplaza.com.co,Colombia,url,0
https://www.ciccolombia.travel/images/FILE/FILE/anexo_autorizacion_y_tratamiento_de_datos.pdf,ciccolombia.travel,Colombia,url,0
https://lavittoria.com.co/tienda/catering/personal-de-servicio/servicio-de-mesero,lavittoria.com.co,Colombia,url,0
https://labsens.co/tienda/fragancias/fragancias-a-base-de-aceite/fragancia-lima-gardenia,labsens.co,Colombia,url,0
https://conimagenes.com/wp-content/uploads/2021/08/fotografia-bolso-borsa-1024x1024-2.jpg,conimagenes.com,Colombia,url,0
https://amiscot.com/categoria-producto/gato/accesorios-gato/comederos-bebederos-gato/filtros-gato,amiscot.com,Colombia,url,0
https://casalibertadmedellin.com/wp-content/uploads/2026/04/Zonas-comunes-Casa-Libertad-02.jpg,casalibertadmedellin.com,Colombia,url,0
https://bless-spa.com/descubriendo-el-arte-del-masaje-tantrico-conexion-armonia-y-bienestar-2,bless-spa.com,Colombia,url,0
https://comparador.kredicity.com/politica-de-cookies-y-datos-de-navegacion-digital,comparador.kredicity.com,Colombia,url,0
https://biblioteca.uan.edu.co/nuestros-servicios-prestamo-de-material-bibliografico,biblioteca.uan.edu.co,Colombia,url,0
https://belcharnik2.mitiendanube.com/ec/productos/consola-krj9-retro-dragon-ball-z,belcharnik2.mitiendanube.com,Colombia,url,0
https://pascualbravo.edu.co/administrativo/evaluacion-y-control/desde-la-rectoria,pascualbravo.edu.co,Colombia,url,0
https://chocolates.com.co/en/news/tosh-continues-to-innovate-in-central-america,chocolates.com.co,Colombia,url,0
https://bellarose.com.co/producto/vestido-largo-satinado-de-abertura-rf-7485-3,bellarose.com.co,Colombia,url,0
https://almacenessaludsalud.com/buscador/codigo-postal-yopal-casanare-colombia.html,almacenessaludsalud.com,Colombia,url,0
https://calzamundo.com.co/product/423-bfa0682-tacones-para-mujer-en-color-talco,calzamundo.com.co,Colombia,url,0
https://winbelife.com/mioficina/store/filtros?tipo=2&categoria=39,winbelife.com,Colombia,url,0
https://diviherplus.com.co/producto/divi-her/?add-to-cart=5732,diviherplus.com.co,Colombia,url,0
https://ido.xm.com.co/Views/Ido/hidrologia.aspx?q=vertimientos,ido.xm.com.co,Colombia,url,0
https://formate.participaenchia.com/course/view.php?id=61,formate.participaenchia.com,Colombia,url,0
https://mogomatte.us/collections/all?page=2,mogomatte.us,Colombia,url,0
https://aulas.gestacol.co/jacinto/moodle/admin/tool/dataprivacy/summary.php,aulas.gestacol.co,Colombia,url,0
https://fundacionser.co//wp-content/uploads/2025/12/NUESTRA-IDENTIDAD.pdf,fundacionser.co,Colombia,url,0
https://laurinacol.com.co/customer_authentication/login?return_to=%2F&locale=es&ui_hint=full,laurinacol.com.co,Colombia,url,0
https://charmstores.co/customer_authentication/redirect?locale=es&region_country=CO,charmstores.co,Colombia,url,0
http://catagul.edu.co/sitio/index.php/2023/06/04/primera-promocion-de-mediadores-escolares,catagul.edu.co,Colombia,url,0
https://www.cosmitet.net/Cosmitet/wp-content/uploads/2022/03/Politica-Datos-Personales.pdf,cosmitet.net,Colombia,url,0
https://vetrox.co/categoria-producto/accesorios-para-motos/?product_added_to_cart=179&quantity=1&add-to-cart=3602,vetrox.co,Colombia,url,0
https://elearning.kab.ac.ug/auth/oauth2/login.php?id=4&wantsurl=https%3A%2F%2Felearning.kab.ac.ug%2F&sesskey=ormFE6xHVm,elearning.kab.ac.ug,Colombia,url,0
https://glpi.infometrika.net/glpi/plugins/singlesignon/front/callback.php/provider/Array,glpi.infometrika.net,Colombia,url,0
https://danieldaza.com/producto/charla-del-ano-chino-del-caballo-2026/?add-to-cart=3702,danieldaza.com,Colombia,url,0
https://ferreteriamauro.com/producto/winche-electrico-250-500-20mt-110v-di092/?add-to-cart=1107,ferreteriamauro.com,Colombia,url,0
https://vbhcprize.com/wp-content/uploads/2022/03/13..jpg,vbhcprize.com,Colombia,url,0
https://fedequinas.org/wp-content/uploads/2020/06/3.jpg,fedequinas.org,Colombia,url,0
https://aquiesdulceria.co/products/6090-nerds-gummy-cluster-very-berry-85gr?variant=50829914013991,aquiesdulceria.co,Colombia,url,0
https://aguamarinaoficial.com/products/conjunto-de-falda-plisada-y-croptop-con-cremallera-frontal?view=favoritos,aguamarinaoficial.com,Colombia,url,0
https://berhlan.com/noticia/1/home,berhlan.com,Colombia,url,0
https://cencac.edu.co/2026/04/11,cencac.edu.co,Colombia,url,0
https://sisconpes.dnp.gov.co/SisCONPESWeb//new_ctmp/DocumentosPublicos/Boletines/Boletin_2021-1.pdf,sisconpes.dnp.gov.co,Colombia,url,0
https://sigesi.valledelcauca.gov.co/storage/Clientes/Gobernacion/Sis/imagenes/3._Tallersatorio_DisenŢo_Lineamientos.pdf,sigesi.valledelcauca.gov.co,Colombia,url,0
https://cartel.com.co/tienditi/page/2/?tax_product_cat=hoodies&orderby=menu_order&unfilter=1,cartel.com.co,Colombia,url,0
https://mosagrescolombia.com/cdn/shop/files/FT_-_ATTITUDE_12W_SK_60x120.pdf?v=1543196897790142479,mosagrescolombia.com,Colombia,url,0
https://23551070632.buzzf.social/detail/which_type_of_bending_is_ideal_for_you__1754989576569.html,23551070632.buzzf.social,Colombia,url,0
https://23345236037.lakakids.com/detail/guess_what_s_that_let_s_find_the_missing_part__1700618530982.html,23345236037.lakakids.com,Colombia,url,0
https://wanderth.com/cdn/shop/files/S31115-C1-2_1800x1800.png?v=1774736335,wanderth.com,Colombia,url,0
https://notariasbogota.com.co/certificado-de-tradicion-y-libertad-en-bogota-2026-como-solicitarlo-costos-y-vigencia-2,notariasbogota.com.co,Colombia,url,0
https://registroprovisional.coced.co/registro/?redireccion=https%3A%2F%2Fregistroprovisional.coced.co%2Fregistro%2F%3Fredireccion%3Dhttps%3A%2F%2Fregistroprovisional.coced.co%2F,registroprovisional.coced.co,Colombia,url,0
https://ugad.ufps.edu.co/datarsoft001/home.ufps;jsessionid=A0DA9BA9980C946DACC794E94E39FE4B?actionMethod=home.xhtml%3ACVarios.abrirArchivo2%28%27%2Fusr%2Flocal%2FJBoss%2FDocumentos%2FInstructivos%2Fmanual_datarsoft.pdf%27%29&cid=374214,ugad.ufps.edu.co,Colombia,url,0
https://booking.sonestapereira.com/bookcore/my-booking/?lang=es&_gl=1*dafyqy*_gcl_au*MTE4Mjk0NzAwNy4xNzI5MDkyNTcy*_ga*NDM5MzU2NTQ5LjE3MjkwOTI1NzM.*_ga_W0YY3H9DRN*MTczMzg2Mjc2OS42LjAuMTczMzg2Mjc2OS42MC4wLjE2Nzk2NDExNTU.,booking.sonestapereira.com,Colombia,url,0
https://www.rivera-huila.gov.co/Transparencia/_layouts/15/Authenticate.aspx?Source=%2FTransparencia%2FPaginas%2FCMGRD%2DConcejo%20Municipal%2D%20Gestion%2DRiesgo%2Dde%2DDesatres%2Easpx,rivera-huila.gov.co,Colombia,url,0
https://indycarnorte.setmore.com/book?step=time-slot&products=408c0a7a-e03c-49fd-94b8-7222ffc8983e&type=class&staff=0e64ac39-743f-4c77-b913-27c8bb1f8075&staffSelected=true,indycarnorte.setmore.com,Colombia,url,0
https://www.daportare.com.co/carta/postres/donuts?zona=136,daportare.com.co,Colombia,url,0
https://cdaseikou.com/wp-content/uploads/2021/10/black-sport-motorcycle-2021-08-26-23-57-36-utc-min-1.jpg,cdaseikou.com,Colombia,url,0
https://alumaronline.com/tienda/producto/set-4-vasos-elysia-gold-trago-largo-12-25-oz-520445g/?add-to-cart=238680,alumaronline.com,Colombia,url,0
https://aulavirtual.cuc.edu.co/auth/oauth2/login.php?id=1&wantsurl=https%3A%2F%2Faulavirtual.cuc.edu.co%2Fcourse%2Fview.php%3Fid%3D26%26section%3D4&sesskey=rHDfoMdc5R,aulavirtual.cuc.edu.co,Colombia,url,0
https://www.inmobiliariajovelmunoz.com.co/whatsapp-redirect?url=https://www.inmobiliariajovelmunoz.com.co/propiedad/1384,inmobiliariajovelmunoz.com.co,Colombia,url,0
https://registro.uniandes.edu.co/index.php/elaboracion-horarios-de-medicina/servicio-de-audio-respuesta-medicina,registro.uniandes.edu.co,Colombia,url,0
https://pradosdealameda.edu.co/wp-content/uploads/sites/7/2023/08/RECOMENDACIONES-EN-CASO-DE-UN-SISMO.jpeg,pradosdealameda.edu.co,Colombia,url,0
https://starhouse.com.co/producto/muebles/muebles-para-tv/rack-para-tv-flotante-luft-15x180x29-rta-wengue,starhouse.com.co,Colombia,url,0
https://www.lanuevaprensa.com.co/component/k2/colombia-llevo-a-la-onu-su-apuesta-por-la-paz-y-la-defensa-de-migrantes?tmpl=component&print=1,lanuevaprensa.com.co,Colombia,url,0
https://superioramericano.edu.co/el-colegio-superior-americano-recibe-reconocimiento-por-su-compromiso-ambiental-en-la-reciclaton-2-2,superioramericano.edu.co,Colombia,url,0
https://ieannavitiello.edu.co/web/wp-content/plugins/download-attachments/includes/download.php?id=12730,ieannavitiello.edu.co,Colombia,url,0
https://www.asuntoslegales.com.co/consultorio/mientras-hablamos-de-regular-la-ia-una-empresa-ya-se-escribio-su-propia-constitucion-4403604,asuntoslegales.com.co,Colombia,url,0
https://help.ads.microsoft.com/apex/index/3/en/60048?t_id=1b579e4c-be17-4e1c-af16-ea08a31a3461,help.ads.microsoft.com,Colombia,url,0
https://armatura.com.co/cdn/shop/files/Saco-cuello-redondo-trenzado-Hortensia-Azul-Oscuro-Mujer-frente_1800x1800.webp?v=1761833823,armatura.com.co,Colombia,url,0
https://carlosfelipemejia.com/estamos-a-tiempo-de-recuperar-la-seguridad-y-el-orden-intervencion-del-senador-mejia-en-consejo-de-seguridad-realizado-en-pereira,carlosfelipemejia.com,Colombia,url,0
https://academia.utch.edu.co/forgotpassword.php?u=da39a3ee5e6b4b0d3255bfef95601890afd80709&token=65de90f3729029938eb9c1b03b9fdbf3,academia.utch.edu.co,Colombia,url,0
https://www.defensoria.gov.co/documents/3330994/3908544/5_Manifestaciones_clim%C3%A1ticas_extremas_de_la_cuenca_y_el_bioma_amaz%C3%B3nico.pdf/83394012-7468-9f57-544b-6ecab6dce09e?t=1778183522934,defensoria.gov.co,Colombia,url,0
https://micarrusel.com/collections/ninos?filter.p.m.custom.talla=gid%3A%2F%2Fshopify%2FMetaobject%2F189117202502&sort_by=best-selling,micarrusel.com,Colombia,url,0
https://reservas.aviajarcolombia.com/es-CO/Package/CLO/l-328103/2026-07-06/2026-07-08/2/0/0/2026-07-06/2026-07-08/2/false/false/NA/Economy/NA/aviajar--008,reservas.aviajarcolombia.com,Colombia,url,0
https://doblon.com.co/categoria-producto/soldadura/electrodos-para-soldadura/electrodo-para-soldar-acero-al-carbono-aws-a5-1/?add-to-cart=548,doblon.com.co,Colombia,url,0
https://hospitalneiva.gov.co/wp-content/uploads/2018/10/RESOLUCION-No.-0304-DE-17-DE-ABRIL-DE-2017.pdf,hospitalneiva.gov.co,Colombia,url,0
https://velabella423.com/producto/pistola-de-calor-profesional,velabella423.com,Colombia,url,0
https://bolsainmobiliaria.com.co/local-alquiler-macarena-ibague/9927675,bolsainmobiliaria.com.co,Colombia,url,0
https://chander.shop/collections/all?page=2,chander.shop,Colombia,url,0
https://dieselandino.com/camiones-f/camion-fvr-corto-automatico,dieselandino.com,Colombia,url,0
https://bancomedicamentos.org/PDF/Responsabilidad-ambiental-Fun-BancoDM.pdf,bancomedicamentos.org,Colombia,url,0
https://www.cascosstoreoficial.com/online-store/LS2-c111530187,cascosstoreoficial.com,Colombia,url,0
https://www.centromotosdc.com/wp-content/uploads/2021/02/TVS_APACHERTR_180_2V_7.jpg,centromotosdc.com,Colombia,url,0
https://cerezamayorista.com/collections/angeles-y-demonios,cerezamayorista.com,Colombia,url,0
https://crediantioquia.com/wp-content/uploads/2024/09/Matriz-de-Riesgo-anticorrupcion-CrediAntioquia-2024-V2-1.xlsx,crediantioquia.com,Colombia,url,0
https://www.usadosrentingcolombia.com/page-viewer/preguntas-frecuentes,usadosrentingcolombia.com,Colombia,url,0
https://23517117534.goodkidsgame.com/detail/sample_13215.html,23517117534.goodkidsgame.com,Colombia,url,0
https://directorio.grupomilagros.com/collections/finalizadores,directorio.grupomilagros.com,Colombia,url,0
https://congrupo.com.co/todos-los-productos/hersheys-xl-chocolate-124gr,congrupo.com.co,Colombia,url,0
https://ccpradoverde.com/marca/family-fashion-almacen-de-ropa,ccpradoverde.com,Colombia,url,0
https://colegiomayordelcaribe.edu.co/courses/pre-sociales-transicion/lecciones/2-ubicacion-espacial,colegiomayordelcaribe.edu.co,Colombia,url,0
https://alianzaeducativa.edu.co/wp-content/uploads/2026/01/IMG_0310-scaled.jpg,alianzaeducativa.edu.co,Colombia,url,0
https://supermercadomercar.com/wp-content/uploads/2026/05/3_Post_pauta_Promociones-Destacadas_1080_X_1080.jpg-2.jpeg,supermercadomercar.com,Colombia,url,0
https://www.imperiodelcalzado.com/products/copy-of-caterpillar-reflectiva,imperiodelcalzado.com,Colombia,url,0
https://medplus.com.co/index.php/escribiendo-una-nueva-historia-soy-portador-del-vih,medplus.com.co,Colombia,url,0
https://www.institutojoseantoniogalan.com/micolegio/micolegio.php?acc=2,institutojoseantoniogalan.com,Colombia,url,0
https://autopacificohyundai.com.co/wp-content/uploads/2026/03/hyundai_i10_tecnologias_camara_de_reserva_attraction_b14e12a2a7.webp,autopacificohyundai.com.co,Colombia,url,0
https://aulavirtual.itfip.edu.co/course/view.php?id=18,aulavirtual.itfip.edu.co,Colombia,url,0
https://alcaltda.com/products/nevera-mdrt346mt?variant=46853918949530,alcaltda.com,Colombia,url,0
https://bisumedellin.com/search/?view=wishlist,bisumedellin.com,Colombia,url,0
https://www.radiohoy.com/2026/06/01/denuncian-el-empeoramiento-del-estado-de-salud-del-exvicepresidente-jorge-glas/790571,radiohoy.com,Colombia,url,0
https://carrerasuniversitarias.com.co/explorar/psicologia-social-universidad-del-sinu-elias-bechara-zainum-z-y-p-1-1097-1050,carrerasuniversitarias.com.co,Colombia,url,0
https://coserenlinea.com.co/products/troquel-para-foamy-fomi-y-papel-50mm-x-unidad,coserenlinea.com.co,Colombia,url,0
https://www.xvideos.com/video.ooepotb8203/48337900/THUMBNUM/secretary_will_do_anything_for_her_performance_review,xvideos.com,Colombia,url,0
https://serviarrendar.com/property/se-vende-finca-ubicada-en-el-municipio-de-abrego,serviarrendar.com,Colombia,url,0
https://www.sergiourrego.org/wp-content/uploads/2025/02/Neutralidad-y-libertad-de-culto-en-la-Educacion-Publica.pdf,sergiourrego.org,Colombia,url,0
https://vpl.uniamazonia.edu.co/user/profile.php?id=10,vpl.uniamazonia.edu.co,Colombia,url,0
https://estructurasinfantiles.com/tipo-producto/accesorios-para-parques-infantiles,estructurasinfantiles.com,Colombia,url,0
https://curbamonteria.com/monteria-grande/general?show-all=1,curbamonteria.com,Colombia,url,0
https://dhansanisas.com/products/combo-ergonomico-espaldar-y-asiento-para-oficina,dhansanisas.com,Colombia,url,0
https://laveta.com.co/productos/?filter_marca=3m&add-to-cart=13718,laveta.com.co,Colombia,url,0
https://23639943585.quizela.com/detail/which_my_little_pony_character_are_you__1754989549254.html,23639943585.quizela.com,Colombia,url,0
https://www.hernanocazionez.com.co/preparacion/tomografias-para-ninos,hernanocazionez.com.co,Colombia,url,0
https://sinigualshop.com/blogs/noticias?page=2,sinigualshop.com,Colombia,url,0
https://monicasuarezswimwear.co/products/bikini-sol-brillante-%F0%9F%94%86,monicasuarezswimwear.co,Colombia,url,0
https://www.tienda-sportfitness.com/products/bicicleta-spinning-genoa-r1-sport-fitness-70320?Color=Azul,tienda-sportfitness.com,Colombia,url,0
http://primegroup.cargolink.aero/Account/RecoveryPassword,primegroup.cargolink.aero,Colombia,url,0
https://amlcomercializadorasas.com/collections/acc-para-play-4,amlcomercializadorasas.com,Colombia,url,0
https://mulliganstore.com.co/productos/survive-the-island-espanol-doxe2,mulliganstore.com.co,Colombia,url,0
https://pgacolombia.com/wp-content/uploads/2025/11/Allianz-TPC-25-Ganador4-scaled.jpg,pgacolombia.com,Colombia,url,0
https://iactual.co/wp-content/uploads/2021/12/Proyecto-Planta-3-Entre-Cielos.jpg,iactual.co,Colombia,url,0
https://www.clinicassanrafael.com/vacantes/auxiliar-de-enfermeria-consulta-externa,clinicassanrafael.com,Colombia,url,0
alcostopapeleria.com,alcostopapeleria.com,Colombia,homepage,0
hogaru.com,hogaru.com,Colombia,homepage,0
teatrocolsubsidio.com,teatrocolsubsidio.com,Colombia,homepage,0
lucy.staffing.com.co,lucy.staffing.com.co,Colombia,homepage,0
amferreteria.com,amferreteria.com,Colombia,homepage,0
culturantioquia.gov.co,culturantioquia.gov.co,Colombia,homepage,0
hefpacking.com,hefpacking.com,Colombia,homepage,0
texttexhogar.com.co,texttexhogar.com.co,Colombia,homepage,0
distritodoymas.co,distritodoymas.co,Colombia,homepage,0
collectivebikes.co,collectivebikes.co,Colombia,homepage,0
lemontinmobiliaria.com,lemontinmobiliaria.com,Colombia,homepage,0
https://scuniformes.com/colegios/colegio-nuestra-senora-de-la-paz-eduardo-santos-cnsp,scuniformes.com,Colombia,url,0
csf.pandape.computrabajo.com,csf.pandape.computrabajo.com,Colombia,homepage,0
clandestine.com.co,clandestine.com.co,Colombia,homepage,0
catalogos.dwei.com.co,catalogos.dwei.com.co,Colombia,homepage,0
inegamissociales.blogspot.com,inegamissociales.blogspot.com,Colombia,homepage,0
viniciuz.com.co,viniciuz.com.co,Colombia,homepage,0
skinrepublic.com.co,skinrepublic.com.co,Colombia,homepage,0
kantica.co,kantica.co,Colombia,homepage,0
https://granfondonairoquintana.com/wp-content/uploads/2026/01/b2083acdfa453666a8ca7969107ab7ee642e3969.jpg,granfondonairoquintana.com,Colombia,url,0
https://colmac.edu.co/programas-academicos/programa-de-bilinguismo,colmac.edu.co,Colombia,url,0
dolceplacer.com,dolceplacer.com,Colombia,homepage,0
http://aulabiffi.gnosoft.com.co/login/forgot_password.php,aulabiffi.gnosoft.com.co,Colombia,url,0
frenesi.com.co,frenesi.com.co,Colombia,homepage,0
https://moodle.serviciocivil.gov.co/course/view.php?id=1871,moodle.serviciocivil.gov.co,Colombia,url,0
sitio.empoduitama.com,sitio.empoduitama.com,Colombia,homepage,0
https://andoke.com.co/paseos/paseo-con-refrigerio-en-el-jardin,andoke.com.co,Colombia,url,0
giovanniventadirecta.com,giovanniventadirecta.com,Colombia,homepage,0
https://basicjeans.co/products/pack-denim-curve-mujer-3-unidades,basicjeans.co,Colombia,url,0
sme-pdsp.minsalud.gov.co,sme-pdsp.minsalud.gov.co,Colombia,homepage,0
colombia.generation.org,colombia.generation.org,Colombia,homepage,0
https://elpalaciodelosdulces.com/producto/snow-mint-krash-x-100unds,elpalaciodelosdulces.com,Colombia,url,0
hype.com.co,hype.com.co,Colombia,homepage,0
centrocorona.com,centrocorona.com,Colombia,homepage,0
https://paulocesarmolina.milaulas.com/course/view.php?id=40,paulocesarmolina.milaulas.com,Colombia,url,0
aunklik.com.co,aunklik.com.co,Colombia,homepage,0
https://importadoramotofox.com/cart-2/?remove_item=e236f67a14fe84b74513d61b80da5953&_wpnonce=4f3d1521b9,importadoramotofox.com,Colombia,url,0
clicsdv.lideresdeimpacto.org,clicsdv.lideresdeimpacto.org,Colombia,homepage,0
begreen.com.co,begreen.com.co,Colombia,homepage,0
athame.shop,athame.shop,Colombia,homepage,0
cpri.javeriana.edu.co,cpri.javeriana.edu.co,Colombia,homepage,0
fabricacreativa.co,fabricacreativa.co,Colombia,homepage,0
oikosinmobiliaria.com,oikosinmobiliaria.com,Colombia,homepage,0
supraindustrial.com.co,supraindustrial.com.co,Colombia,homepage,0
murillo.com.co,murillo.com.co,Colombia,homepage,0
adida.org.co,adida.org.co,Colombia,homepage,0
proveedordirecto.com,proveedordirecto.com,Colombia,homepage,0
metaltools.co,metaltools.co,Colombia,homepage,0
https://icaft.edu.co/wp-content/uploads/2024/06/Estados-financieros-ICAFT-2023_Dic_firmado.pdf,icaft.edu.co,Colombia,url,0
https://claudialozanoboutique.com/product-category/vestidos-de-novia,claudialozanoboutique.com,Colombia,url,0
acevedoycia.com,acevedoycia.com,Colombia,homepage,0
https://click-ycompra.com/products/fast-acting-clear-pain-relieving-60ml,click-ycompra.com,Colombia,url,0
freestorecol.com,freestorecol.com,Colombia,homepage,0
winninghunter.com,winninghunter.com,Colombia,homepage,0
mipedidocolombia.store,mipedidocolombia.store,Colombia,homepage,0
diverkids.co,diverkids.co,Colombia,homepage,0
centrodiesel.com.co,centrodiesel.com.co,Colombia,homepage,0
https://cycsonido.com/products/yamaha-dxr15mkii-cabina-activa-de-15-pulgadas?variant=49748014923999,cycsonido.com,Colombia,url,0
22209944773.lakakids.com,22209944773.lakakids.com,Colombia,homepage,0
https://mypantalla.co/producto/descuento-estudiantil-anual,mypantalla.co,Colombia,url,0
