url,dominio,label,pais
sparkling-limit-1258.on.fleek.co,sparkling-limit-1258.on.fleek.co,1,Colombia
612662426754684.fysabogados.cl/?577014296685566=am9ic0BnYXplbGxlZ2MuY29t,612662426754684.fysabogados.cl,1,Chile
orbi.18d.com.br/it/persone-e-famiglie/index2.php,orbi.18d.com.br,1,Brasil
lagurrhgfd.uytsf66.repl.co,lagurrhgfd.uytsf66.repl.co,1,Colombia
or2nvw1lgsr0ux0dcp1f98.we9ixzz.co/index/usps/index.html,or2nvw1lgsr0ux0dcp1f98.we9ixzz.co,1,Colombia
wep.reactivardinam2.repl.co,wep.reactivardinam2.repl.co,1,Colombia
karval.pe/xcel/excel/excel/excel.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=qualityuk@aldautomotive.com&.rand=13InboxLight.aspx?n=1774256418&fid=4,karval.pe,1,Perú
dunwell.seenseen.co/asp/DH2tAyUe9AsUx7b769,dunwell.seenseen.co,1,Colombia
intecsachile.cl/.well-known/well2/index2.html,intecsachile.cl,1,Chile
supptbanresrv.supprtbanr.repl.co,supptbanresrv.supprtbanr.repl.co,1,Colombia
empty-paper-6486.on.fleek.co/?naps,empty-paper-6486.on.fleek.co,1,Colombia
excellentlankykeygens.fastermmoonnule.repl.co,excellentlankykeygens.fastermmoonnule.repl.co,1,Colombia
rouxx99.blogspot.com.uy,rouxx99.blogspot.com.uy,1,Uruguay
choto.co/useboiym?pjks_acda=RbFBQdpD9tp8kHaLiVjR0MNuip8CZV-AzHbxBd5PCu0PpicogFYScT33Ap6,choto.co,1,Colombia
oeze5y57b26xn8zk.umso.co,oeze5y57b26xn8zk.umso.co,1,Colombia
bambambam.equipo-dede2.repl.co,bambambam.equipo-dede2.repl.co,1,Colombia
hallaluminum.com.i1cvcu.colegiogilgalosorno.cl/?Ymxha2VwQGhhbGxhbHVtaW51bS5jb20=,hallaluminum.com.i1cvcu.colegiogilgalosorno.cl,1,Chile
linkedin.tecnosystem.com.ve,linkedin.tecnosystem.com.ve,1,Venezuela
audio4.com.mx,audio4.com.mx,1,México
bancobogotadc.3412244.repl.co,bancobogotadc.3412244.repl.co,1,Colombia
mercadolivre2022.blogspot.pe,mercadolivre2022.blogspot.pe,1,Perú
7ce87ec1-06bd-425b-ae40-06a604651069.id.repl.co,7ce87ec1-06bd-425b-ae40-06a604651069.id.repl.co,1,Colombia
statusgaliciasbancaweb-1.carlohect.repl.co,statusgaliciasbancaweb-1.carlohect.repl.co,1,Colombia
importatrecuper192.77283728jhsd7.repl.co,importatrecuper192.77283728jhsd7.repl.co,1,Colombia
po-bancolombia.live,po-bancolombia.live,1,Colombia
arkapropertiesgroup.com.blazebakery.co/new/auth/sf_rand_string_lowercase6/bmthemFyeWFuQGFya2Fwcm9wZXJ0aWVzZ3JvdXAuY29t,arkapropertiesgroup.com.blazebakery.co,1,Colombia
bancolombia.com-virtual1.repl.co,bancolombia.com-virtual1.repl.co,1,Colombia
3d803893-8b40-4b23-8939-6fab333f0278.id.repl.co,3d803893-8b40-4b23-8939-6fab333f0278.id.repl.co,1,Colombia
5fgfgfhggfhth44g.blogspot.mx/?m=1,5fgfgfhggfhth44g.blogspot.mx,1,México
isupport.com-c3p.co/i/sing/H4Qj,isupport.com-c3p.co,1,Colombia
quarterlylankyabstracttype--davidjesse273.repl.co/?naps,quarterlylankyabstracttype--davidjesse273.repl.co,1,Colombia
rifas.judaci.com.br/wp-admin/edd,rifas.judaci.com.br,1,Brasil
tuderecho.cl/mwebp11.plala.or.jp,tuderecho.cl,1,Chile
chase.smsx01.co/Login,chase.smsx01.co,1,Colombia
homebanking.pacinet.repl.co,homebanking.pacinet.repl.co,1,Colombia
checkout.conectpay.com.br/ODAK3LdrJj3E6Vz,checkout.conectpay.com.br,1,Brasil
linkedinaccount.tecnosystem.com.ve,linkedinaccount.tecnosystem.com.ve,1,Venezuela
chicoresolve.com.br/Wetransfer/wetrachinabo.html,chicoresolve.com.br,1,Brasil
netflix-members.site.tstsolutions.com.co,netflix-members.site.tstsolutions.com.co,1,Colombia
aokct.soimper.com.br,aokct.soimper.com.br,1,Brasil
6wfi5mlto6oguddphkaluyhsm7qqnz.we9ixzz.co/index/usps/index.html,6wfi5mlto6oguddphkaluyhsm7qqnz.we9ixzz.co,1,Colombia
familiadesucesso.com.br/sg/particulier/societe-generale/,familiadesucesso.com.br,1,Brasil
y4jenuyxklrh.munty.co/?=jalig@parkhillsky.net,y4jenuyxklrh.munty.co,1,Colombia
timelineimages-5742116666.financialdesign.mx/connect.html?timelimit=2a06e9cd791d6537cc5d18c4735fe75d,timelineimages-5742116666.financialdesign.mx,1,México
office-3.on.fleek.co,office-3.on.fleek.co,1,Colombia
thesimscatalog.co/smbc/smbcupdatebill.php,thesimscatalog.co,1,Colombia
colonymarine-paymentsslip-29808921.eliasdiez.repl.co,colonymarine-paymentsslip-29808921.eliasdiez.repl.co,1,Colombia
googleiservices.repl.co,googleiservices.repl.co,1,Colombia
www-banc0falabella-cl.maderasparada.cl/login,www-banc0falabella-cl.maderasparada.cl,1,Chile
sigiweb.com.br/wp-admin/kk/myAlpha/88c040adb393832c87914347cc2afc3f,sigiweb.com.br,1,Brasil
techasters.co/576231-avviso.html,techasters.co,1,Colombia
nova-dirpray.lojaintegrada.com.br/,nova-dirpray.lojaintegrada.com.br,1,Brasil
asdwss.asdmnasd.repl.co,asdwss.asdmnasd.repl.co,1,Colombia
algotecnologia.com.br/wp-includes/style-engine/Line/Line/Officepost/Auth/Spost,algotecnologia.com.br,1,Brasil
desbloqueodavivienda.link/davivienda.com/wps/portal/aplicaciones,desbloqueodavivienda.link,1,Colombia
divine-block-1795.on.fleek.co,divine-block-1795.on.fleek.co,1,Colombia
logisticamc2.cl/dss/index.php,logisticamc2.cl,1,Chile
profanity-6708817071.alerta-digital.mx/profile.html?countUser=b6fbb577b774ee9011fb0c7977c4a51b,profanity-6708817071.alerta-digital.mx,1,México
ausmygov.com,ausmygov.com,1,Colombia
ayoperishthisshiphotboi.catdevyt.repl.co,ayoperishthisshiphotboi.catdevyt.repl.co,1,Colombia
servicios.dgalicia.repl.co,servicios.dgalicia.repl.co,1,Colombia
bancolombia-se90.webcindario.com,bancolombia-se90.webcindario.com,1,Colombia
garenafree-fire72.blogspot.cl,garenafree-fire72.blogspot.cl,1,Chile
academy.btcbox.com.br/nteFlix.com/Login490,academy.btcbox.com.br,1,Brasil
rem.fbcom-01067802.chekkos.mx/nextVRF.html?location=5505a00a0d52c50780e9fd5b0c328dea,rem.fbcom-01067802.chekkos.mx,1,México
bancofalabella.com.co.hotelportaldapraia.com.br//pages,bancofalabella.com.co.hotelportaldapraia.com.br,1,Brasil
nns.kauqnbg13250500741.bmeurl.co/bd0bfad,nns.kauqnbg13250500741.bmeurl.co,1,Colombia
almeidavaz.com.br/css/web/earthnew/earth.htm,almeidavaz.com.br,1,Brasil
itecnodes.cl/f2mhospitality/sharepoint/login2.php,itecnodes.cl,1,Chile
etiquetasquality.com.br/wp-includes/js/jcrop/BOfA/BOfA/BOfA/d4d914c47989d9b1b00772207d0a61d2,etiquetasquality.com.br,1,Brasil
sc.ebscotiabankc.repl.co,sc.ebscotiabankc.repl.co,1,Colombia
picolottoturismo.com.br/demo/.well-known,picolottoturismo.com.br,1,Brasil
gzmh4yqocitio8qjyarfv5vtlzcfg.barclayis.co/index/index/auth,gzmh4yqocitio8qjyarfv5vtlzcfg.barclayis.co,1,Colombia
hola.shirleybetsabet.repl.co,hola.shirleybetsabet.repl.co,1,Colombia
ourodiesel.com.br/js/edjlxson/golden-access/details.html,ourodiesel.com.br,1,Brasil
rentalecoplanet.com.br/ofc3,rentalecoplanet.com.br,1,Brasil
dm4comercial.com.br/001atendimento/promocao-valida-dia-15-05-2019.0021/aproveite-novssas-promocao-dias-das-maes/promocao_valida.dia-das-maes.jpg,dm4comercial.com.br,1,Brasil
borapratrilha.com.br/Docusign/DocuSingle(1)/DocuSingle/DocuSingle/index.html,borapratrilha.com.br,1,Brasil
0vg7fl5acrra.we9ixzz.co/index/usps/index.html,0vg7fl5acrra.we9ixzz.co,1,Colombia
men.fortwostore.com.br/asta/postde/pst/f212f1c60a33bba48bb3/clients,men.fortwostore.com.br,1,Brasil
jvlyhmw8.we9ixzz.co/index/usps/index.html,jvlyhmw8.we9ixzz.co,1,Colombia
colegioprosaberbio.com.br,colegioprosaberbio.com.br,1,Brasil
apple-support.mauriciochaveiro.com.br/ap/Account,apple-support.mauriciochaveiro.com.br,1,Brasil
new.naboo.mx/officeee,new.naboo.mx,1,México
clog25j.top/mercadolibre,clog25j.top,1,Argentina
r3tratamentoautomotivo.com.br/SBDALLAS/office365,r3tratamentoautomotivo.com.br,1,Brasil
chesc.com.mx/wp-content/colors/twenty/4/SSz/dHBhZGlsbGFAc2VydmljZWxvZ2ljLmNvbQ==/007f9432?n=WgGsUodb,chesc.com.mx,1,México
jrce.com.br/RemittanceINV/PDF,jrce.com.br,1,Brasil
dominiodaweb.com.br/dreen/gvlt/?email=,dominiodaweb.com.br,1,Brasil
canada24.co/,canada24.co,1,Colombia
profanity-3817579413.alerta-digital.mx/profile.html?countUser=b3870cdc4acc2af4972b2b2b35b29303,profanity-3817579413.alerta-digital.mx,1,México
wfj.zen.transagua.cl/?email=3mail@b.c,wfj.zen.transagua.cl,1,Chile
centraldesalgados.com.br/erros/bid/information.php?access.x3792696818&&data.x=en_069120494226369202cd7cb7b,centraldesalgados.com.br,1,Brasil
frcarac0ltv.hs-sites-eul.c0mcarla-burllngtonchamber.marciojs.com.br/index.php?1621363294a20bbb9d96bb580d0a81e0&auth=31f088d6a6edb76d3a2ac631618f4a8e4af83ecffe026cc674159cccfdc20cc42d47e430,frcarac0ltv.hs-sites-eul.c0mcarla-burllngtonchamber.marciojs.com.br,1,Brasil
entry-auth-cgi-bin-mail-biglobe-63f427e0e92ce.pesat.co/auth-api-webmail-1-sso-rui-index/login.html?resource_url=https:/auth.sso.biglobe.ne.jp/webmail=805315&session=1176,entry-auth-cgi-bin-mail-biglobe-63f427e0e92ce.pesat.co,1,Colombia
cclconcreto.com.br/index22.php,cclconcreto.com.br,1,Brasil
r3usinagem.com.br/cs/hmrc,r3usinagem.com.br,1,Brasil
dark-sunset-8794.on.fleek.co,dark-sunset-8794.on.fleek.co,1,Colombia
ftp.nobairrovende.com.br/acces-inges-20200104-t452/354c8/pass.html,ftp.nobairrovende.com.br,1,Brasil
disfrazplanet.com.mx/DocOnline/SharePoints/php,disfrazplanet.com.mx,1,México
wingedtidydeclarations--daravicltd.repl.co,wingedtidydeclarations--daravicltd.repl.co,1,Colombia
antoniocarloscruz.com.br/y0o4/t0p34,antoniocarloscruz.com.br,1,Brasil
clinicaserman.com.br/Verify/customer_center/customer-IDPP00C389/myaccount/signin/?country.x=US&locale.x=en_US,clinicaserman.com.br,1,Brasil
cidef.cl/ajax,cidef.cl,1,Chile
bol--mercantilsantac.repl.co/acceso/pagina/general/Login.html,bol--mercantilsantac.repl.co,1,Colombia
verificacionesrural--anyone11.repl.co,verificacionesrural--anyone11.repl.co,1,Colombia
revistasaberes.com.ar/wp-includes/iue/New-Blockchain/index.html,revistasaberes.com.ar,1,Argentina
bambooassault.top/mercadolibre,bambooassault.top,1,Argentina
speedlabelmt.com.br/Ides/login.html,speedlabelmt.com.br,1,Brasil
loja2.fand.com.br/admin/view/stylesheet/mnauiwnd/cmd-login=300308dff2f464ff22433eb64d8eb61f/index.php?email=&loginpage=mail.ionos.com/&reff=mtmxzmq4zdk0nmizzdm4zmnintuxyjdkmdc5odywn2u=,loja2.fand.com.br,1,Brasil
consultoralleanzagroup.com.br/eventl/eventl/webmail.karlin.mff.cuni.cz.html,consultoralleanzagroup.com.br,1,Brasil
illunlinedvertex.bertanemirovsky.repl.co,illunlinedvertex.bertanemirovsky.repl.co,1,Colombia
comercial.bioprevsegtrab.com.br/accounts/166420/messages/83/clicks/[id]/300,comercial.bioprevsegtrab.com.br,1,Brasil
coachmatta.com.br/past/dhl/a1b2c3/c79867e95dc202eb5f25c1d583639c26/start,coachmatta.com.br,1,Brasil
red-thunder-2495.on.fleek.co,red-thunder-2495.on.fleek.co,1,Colombia
980227bf-5f11-423a-9dfc-c4bb01ff0949.id.repl.co,980227bf-5f11-423a-9dfc-c4bb01ff0949.id.repl.co,1,Colombia
exodus.grupotoyo.mx,exodus.grupotoyo.mx,1,México
sweet-paper-6350.on.fleek.co,sweet-paper-6350.on.fleek.co,1,Colombia
coordinarseguridad.co/mywallet,coordinarseguridad.co,1,Colombia
content-0k80jjgi9s.contextura.co/profile.html?countUser=f58d238dc19db47cf2bcda4ce893763c,content-0k80jjgi9s.contextura.co,1,Colombia
corpoclinico.med.br/12/sharepoint,corpoclinico.med.br,1,Brasil
aumentaloslimites.zz.com.ve,aumentaloslimites.zz.com.ve,1,Venezuela
5stupefacentevideo2022.pagedemo.co,5stupefacentevideo2022.pagedemo.co,1,Colombia
abdol7s9s5ehu8whgviyocxjybuhf.barclayis.co/index/index/auth,abdol7s9s5ehu8whgviyocxjybuhf.barclayis.co,1,Colombia
radforddoors.cl/thecrowngroup/tcwoodinc/u.php?l=3ddhl-dtracking_=3d_jehfuq_vjoxk0qwhtogydw=3d_jehfuq_vjoxk0qwhtogydw=3d_jehfuq_vjoxk0qwhto=3d,radforddoors.cl,1,Chile
29blywm8icf716hq.umso.co,29blywm8icf716hq.umso.co,1,Colombia
begenburda.blogspot.cl,begenburda.blogspot.cl,1,Chile
bolaojsb.com.br,bolaojsb.com.br,1,Brasil
hastur.com.br,hastur.com.br,1,Brasil
bibliotecacolegioarabe.cl/install/GB-0.33/comun/thb/dvh/login.php?online_id=bdf4c26614041c29826496448&country=&iso=,bibliotecacolegioarabe.cl,1,Chile
josebarrosneto.com.br/drive/drive/dr1ve/0nedr1v/LL1.php,josebarrosneto.com.br,1,Brasil
brandsmark.co/blockchain/email%20Blockchain%20Page/login,brandsmark.co,1,Colombia
marcconseille.blogspot.mx,marcconseille.blogspot.mx,1,México
servicemail-1.confirmacion32.repl.co,servicemail-1.confirmacion32.repl.co,1,Colombia
shower.cl/ima,shower.cl,1,Chile
odl.cl/sl/w3n/Llogin.php,odl.cl,1,Chile
postalservicesecureserver1.go.web.do/pos/login/login/login.php,postalservicesecureserver1.go.web.do,1,Rep. Dominicana
mufgjp.co,mufgjp.co,1,Colombia
sapri.cl/erp.sapri.cl,sapri.cl,1,Chile
seguridad.seguridaditau0.repl.co,seguridad.seguridaditau0.repl.co,1,Colombia
colaboracomunicacao.com.br/unity/policy/whiling%20/web/owaindex.html,colaboracomunicacao.com.br,1,Brasil
andy.mccleery.expofranchise.com.br/3mail@b.c,andy.mccleery.expofranchise.com.br,1,Brasil
464470523493722.kitlanchesisa.com.br/?223198443867709=YmlmZkBiYW5uZXJzdG9uZWNhcGl0YWwuY29t,464470523493722.kitlanchesisa.com.br,1,Brasil
kikirodriguez.cl/wp-includes/cvbcn/dsds,kikirodriguez.cl,1,Chile
inspect.eng.br/docusi/u.php?response_type=code&scope=all_click.manage%20me_profile&client_id=2CC56DC9-4BCD-4B55-8AB0-8BA60BAE1065&redirect_uri=,inspect.eng.br,1,Brasil
wondersom.com.br/.c9/wx.3e8-4r7h4-3e7h1qq1.2e7h34e/e34t-237h.46y4r3/4t523e1q65y/5y7i34r1q76u.6y4r34r/65y8i45t.65y43r3/8i5t34r-7u6y5t.4r3443r/65y23e65u5/8u65y8i6y/8i954t7u906755t/67u1q3e67u4r/56y1q3e765u6y5t/6u64t87i65y-76y543re/65y1q3r46754/54t7u68-u67y54tr3/6u78i3r34-11q7h4t45t.65y8j4t34r-34r7h85y665y_45t34rr34-48h45t56y.65y8j12w2w-3r8j45y65.76u765t4-45th834r3r34.54t67u78i-67u8j5t45t_34r34r8j45t45t.65y76u-5t84j34r34.1q1w823er4t-65y8j76u76_45t34r34r.g568676u-54t8j34r.2w1w8j43r34-65y8j45t43r_y543r3r.php,wondersom.com.br,1,Brasil
shreinmedia.co/hasd/apprevert.php?toapp=e362e6b17af3adad2dd9fe0dca9834f3,shreinmedia.co,1,Colombia
bufetequimico.com.mx/sf/courier/?email=redacted@redacted.invalid,bufetequimico.com.mx,1,México
nakagawamoveis.com.br/fonts/linea/Compte/paypal.fr/058d689e2888594865b13d51b01507b2,nakagawamoveis.com.br,1,Brasil
fbcom-85372561.chekkos.mx/nextVRF.html?location=b79eb42038dad2a35ed37780736ba46c,fbcom-85372561.chekkos.mx,1,México
promotedopulentclick.rsdfgf.repl.co/acceso/pagina/general/Login.html,promotedopulentclick.rsdfgf.repl.co,1,Colombia
cts.com.ve/monneyeeeee/att/login.html,cts.com.ve,1,Venezuela
eb5ab115-6bd8-46d8-8d0a-ef3a69fa9d4e.id.repl.co,eb5ab115-6bd8-46d8-8d0a-ef3a69fa9d4e.id.repl.co,1,Colombia
hlk6xtx.pages.dev.br,hlk6xtx.pages.dev.br,1,Brasil
levamultiprotecao.com.br/netease/LiinkedInhardest/900,levamultiprotecao.com.br,1,Brasil
marzuk.com.br/bh/control,marzuk.com.br,1,Brasil
informacionesdeusuariomanualimportanteverificacion.eynanaola.repl.co,informacionesdeusuariomanualimportanteverificacion.eynanaola.repl.co,1,Colombia
agenciaimpetu.com.ar/du/office365private2021,agenciaimpetu.com.ar,1,Argentina
admin.inkyou.com.br,admin.inkyou.com.br,1,Brasil
orange-snowflake-3747.on.fleek.co,orange-snowflake-3747.on.fleek.co,1,Colombia
igmc28k1ciciwedlacr.we9ixzz.co/index/usps/index.html,igmc28k1ciciwedlacr.we9ixzz.co,1,Colombia
cvsmobile.com.br/AoL/AoL/aollogin.psp.htm,cvsmobile.com.br,1,Brasil
aspenconstruction.co/acc/WellsFargo/wells,aspenconstruction.co,1,Colombia
q0annfi37cjreit6fhsdmn.we9ixzz.co/index/usps/index.html,q0annfi37cjreit6fhsdmn.we9ixzz.co,1,Colombia
20200702132504.otrsifiv.cloudns.cl/ouit/?575=d4q9vbmun&,20200702132504.otrsifiv.cloudns.cl,1,Chile
cawb5yuv2w2.barclayis.co,cawb5yuv2w2.barclayis.co,1,Colombia
metomask.co,metomask.co,1,Colombia
resellers.cl/poral,resellers.cl,1,Chile
vjv7ydax.casaviimoveis.com.br,vjv7ydax.casaviimoveis.com.br,1,Brasil
intentheavenlygoal--monicamas01.repl.co,intentheavenlygoal--monicamas01.repl.co,1,Colombia
deztelecom.net.br/7ElMfPx0,deztelecom.net.br,1,Brasil
digitales.bcn.gob.ar/files/imagenes/usps,digitales.bcn.gob.ar,1,Argentina
hg622btdpo5vxlntut.we9ixzz.co/index/usps/index.html,hg622btdpo5vxlntut.we9ixzz.co,1,Colombia
cesarbusnello.com.br/01/Office/365/Login.php,cesarbusnello.com.br,1,Brasil
royalcaribbean.pe/.well-known/www.login.globalsource.com/buyer/inquiry/membercenter.cn.message/gsol/Globalsource/index.php,royalcaribbean.pe,1,Perú
proemail.cl/script/MyGovScript/index.html,proemail.cl,1,Chile
iego.com.br/saf/it/conto,iego.com.br,1,Brasil
sucursal--dubanarjona.repl.co,sucursal--dubanarjona.repl.co,1,Colombia
profanity-8918727408.alerta-digital.mx/profile.html?countUser=381c9c6e22453c3bd619d7b7529ed7fb,profanity-8918727408.alerta-digital.mx,1,México
linhaurbana.com.br/wp-content/languages/plugins/zimbra-zimbra-zimbra-veri-fyonline-zimbra-zimbra-online0zimbramanagemennt-zimbra,linhaurbana.com.br,1,Brasil
cbl8uaobuf.barclayis.co/index/index/auth,cbl8uaobuf.barclayis.co,1,Colombia
onlinexas.repl.co,onlinexas.repl.co,1,Colombia
gescal.com.ar/h/g/,gescal.com.ar,1,Argentina
super-bird-1400.on.fleek.co,super-bird-1400.on.fleek.co,1,Colombia
wildcard.anastorni.com.ar/profile.html?countUser=26cd5cc27e72464ecd14f8cabbef3759,wildcard.anastorni.com.ar,1,Argentina
dentalexpressions.co/file,dentalexpressions.co,1,Colombia
mcdcktria6ki.we9ixzz.co/index/usps/index.html,mcdcktria6ki.we9ixzz.co,1,Colombia
bravocomercial.com.br/wp-it/acesso-intranet,bravocomercial.com.br,1,Brasil
gyoyrszjpozsui6xndu.we9ixzz.co/index/usps/index.html,gyoyrszjpozsui6xndu.we9ixzz.co,1,Colombia
app--transsaccionbancolombia.repl.co/mua,app--transsaccionbancolombia.repl.co,1,Colombia
2e834eef-c621-481b-9d05-e01f8104b17a.id.repl.co,2e834eef-c621-481b-9d05-e01f8104b17a.id.repl.co,1,Colombia
crescer.eng.br/wp-admin/maint/redirs.php,crescer.eng.br,1,Brasil
allmeinllc.co,allmeinllc.co,1,Colombia
ant0ni0.plres-checkmarx.marciojs.com.br/index.php?d1bda3694f3bf905607bbd7b63cad1fb&auth=1eba4de64c2e23261f163cb98fc313ca395e276e28db90be4cefe4853d840ccb6a35cf56,ant0ni0.plres-checkmarx.marciojs.com.br,1,Brasil
animaarte.com.br/main/dftrp/index.html,animaarte.com.br,1,Brasil
security8541.outlook8.repl.co,security8541.outlook8.repl.co,1,Colombia
mail.revistanoticiamt.com.br/css/skins/sweet/GRACE/980e2357556bd1cc546a87d2782dc53b/5h7oth41byvqg46dcxsfey7627524e5d5582cfb0ee5b91de81c038c5.php?email=,mail.revistanoticiamt.com.br,1,Brasil
becomingthejoat.co/admin/index.php,becomingthejoat.co,1,Colombia
timelineimages-3704619729.financialdesign.mx/connect.html?timelimit=3c2127a744be58a2c44f123ed236822e,timelineimages-3704619729.financialdesign.mx,1,México
twenergiasolar.com.br/dfg/mvb,twenergiasolar.com.br,1,Brasil
vid837.pagedemo.co,vid837.pagedemo.co,1,Colombia
app.nivopayoficial.com.br/checkout/33c32456-9e79-45bd-a72e-694396916a5f,app.nivopayoficial.com.br,1,Brasil
studio25.pe/icu,studio25.pe,1,Perú
anneglobal.ind.br/cgi-ent/AmmExxx100.html,anneglobal.ind.br,1,Brasil
sebocultural.com.br/wordpress/wp-content/themes/twentysixteen/js,sebocultural.com.br,1,Brasil
dfd55.1yaz7ec5.cardiopedbrasil.com.br,dfd55.1yaz7ec5.cardiopedbrasil.com.br,1,Brasil
v66685.alphainvestment.co/alert/win,v66685.alphainvestment.co,1,Colombia
teste.cerebroofc.repl.co,teste.cerebroofc.repl.co,1,Colombia
theseller.com.mx/record_video_test/node_modules/parse-headers/updatte,theseller.com.mx,1,México
sparkling-fire-0192.on.fleek.co,sparkling-fire-0192.on.fleek.co,1,Colombia
alosocialcelular.com.br/wp-includes/Requests/Utility/scan,alosocialcelular.com.br,1,Brasil
itau.seguridaditau.repl.co,itau.seguridaditau.repl.co,1,Colombia
amazon.co.jp.gb.login.sighyouraccount.co/amazon/signin.php?country=JP-Japan&lang=en,amazon.co.jp.gb.login.sighyouraccount.co,1,Colombia
capilart.com.br/site/assets/js/us/delta.com/index.php,capilart.com.br,1,Brasil
thatsnotall.co/c/checkout-it,thatsnotall.co,1,Colombia
wetransfer-file-aprof.matteoaa.repl.co,wetransfer-file-aprof.matteoaa.repl.co,1,Colombia
faesa.com.mx/fandpgeorgia/index.php?emal=,faesa.com.mx,1,México
jomavi.edu.co/wellsfargoo,jomavi.edu.co,1,Colombia
swaptokens.co,swaptokens.co,1,Colombia
colpatria.banco.net.co/virtual/l0gin,colpatria.banco.net.co,1,Colombia
9999999999.pages.net.br/aw,9999999999.pages.net.br,1,Brasil
2851fb2f-e6a6-4033-bd67-f3ad6f3aa6f4.id.repl.co,2851fb2f-e6a6-4033-bd67-f3ad6f3aa6f4.id.repl.co,1,Colombia
arigalvanizados.com.ar/cai,arigalvanizados.com.ar,1,Argentina
bancol.colombiaonli.repl.co,bancol.colombiaonli.repl.co,1,Colombia
sp-itlya.pages.net.br,sp-itlya.pages.net.br,1,Brasil
ei.henyk.cardiopedbrasil.com.br,ei.henyk.cardiopedbrasil.com.br,1,Brasil
roblox.com.do/games/10449761463/The-Strongest-Battlegrounds?privateServerLinkCode=95214998935782461955116051092616,roblox.com.do,1,Rep. Dominicana
tecnologiapetram.com.br/wp-content/themes/29/Mufg.jp,tecnologiapetram.com.br,1,Brasil
forestofirmino.com.br/s/NOVASCOT/657f7,forestofirmino.com.br,1,Brasil
adquisicionesbiblioteca.unapec.edu.do/wp-content/upgrade/bankofamerica.com.login.update,adquisicionesbiblioteca.unapec.edu.do,1,Rep. Dominicana
bitvavo.com.nl.herramientasbellota.com.mx/profiel_bijwerken.php?XAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8fCAXAcJ1I0qGkLlwQvUpzMT4jgiKtm5W8f,bitvavo.com.nl.herramientasbellota.com.mx,1,México
glossypowerlesstitle.adasdfff.repl.co,glossypowerlesstitle.adasdfff.repl.co,1,Colombia
cociver.com.mx/iqj99jq19/file/login?wa=wsignin1.0&ct=1594319001&rver=6.6.6556.0&wp=MBI_SSL&wreply=https://outlook.live.com&id=MzcuNTguNTcuNA==,cociver.com.mx,1,México
d4vipl4t4onl1n3.davipl4t4onl1n3.repl.co,d4vipl4t4onl1n3.davipl4t4onl1n3.repl.co,1,Colombia
gire9uitytpy.we9ixzz.co/index/usps/index.html,gire9uitytpy.we9ixzz.co,1,Colombia
ieoinstituto.com.br,ieoinstituto.com.br,1,Brasil
wtr.hiperdb-br.co/3shutsFgcyJoRxj/OQg2gswVT188qoZ/?email=nicole.strnad@anklam-extrakt.de,wtr.hiperdb-br.co,1,Colombia
tokn-homegalice.voviyo9185.repl.co,tokn-homegalice.voviyo9185.repl.co,1,Colombia
googlecom.rareseduard2010.repl.co/login.html,googlecom.rareseduard2010.repl.co,1,Colombia
vz7qwsk5whvoipiln.dwtreinamentos.com.br/vocobamzesd/fgdfghjk/viderredfgyh/bWV0aW4udG9nYXlAdGViLmNvbS50cg==,vz7qwsk5whvoipiln.dwtreinamentos.com.br,1,Brasil
mosaicoteatral.org.br/portal.swisscom.ch.html,mosaicoteatral.org.br,1,Brasil
m-facebook-confirmyouridentity.papelerasaratoga.com.mx,m-facebook-confirmyouridentity.papelerasaratoga.com.mx,1,México
vidativatriclub.com.br/wp-content/prong/compte/SBROCKER/login.php,vidativatriclub.com.br,1,Brasil
z31284.alphainvestment.co/alert/win,z31284.alphainvestment.co,1,Colombia
9e5d1d10-ba0b-4ce9-b5ae-4bd4e0c3a30c.id.repl.co,9e5d1d10-ba0b-4ce9-b5ae-4bd4e0c3a30c.id.repl.co,1,Colombia
facebook-marketplaces-term-hu.pages.mus.br/88663316,facebook-marketplaces-term-hu.pages.mus.br,1,Brasil
bancolombia.com-n.repl.co,bancolombia.com-n.repl.co,1,Colombia
canadiancollege.edu.co/banquepostale.fr/87308,canadiancollege.edu.co,1,Colombia
biovac.co/Document,biovac.co,1,Colombia
0xhpalid.arimix.cl,0xhpalid.arimix.cl,1,Chile
apple.find-ios.co/find,apple.find-ios.co,1,Colombia
